CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
CJJALTSX5D,136192,442623,919293,3.25,6.75,2.0769,6018,4390,0.7295,0.0442,0.0136,0.0065,4779,2405,0.5032,0.0351,0.0108,0.0052,25721,16899,0.657,0.1889,0.0581,0.028,0,0,0.9795,0.0,0.0,0.0,0,0,0.5315,0.0,0.0,0.0,16995,7442,0.4379,0.1248,0.0384,0.0185,2853,1774,0.6218,0.0209,0.0064,0.0031,0,0,0.5061,0.0,0.0,0.0,7280,3975,0.546,0.0535,0.0164,0.0079,40268,22735,0.5646,0.2957,0.091,0.0438,9579,4818,0.503,0.0703,0.0216,0.0104,113493,64438,0.5678,0.8333,0.2564,0.1235,No,1,0,0,1,0,566,0
CJLO19B9Z7,54772,54772,248965,1.0,4.5455,4.5455,4255,1338,0.3145,0.0777,0.0777,0.0171,0,0,0.5021,0.0,0.0,0.0,17625,8995,0.5104,0.3218,0.3218,0.0708,0,0,0.927,0.0,0.0,0.0,0,0,0.536,0.0,0.0,0.0,5219,2303,0.4413,0.0953,0.0953,0.021,842,156,0.1853,0.0154,0.0154,0.0034,16720,8462,0.5061,0.3053,0.3053,0.0672,2220,1010,0.455,0.0405,0.0405,0.0089,0,0,0.7755,0.0,0.0,0.0,2912,1463,0.5024,0.0532,0.0532,0.0117,49793,23727,0.4765,0.9091,0.9091,0.2,No,1,0,0,1,0,621,0
CJM3WVGMM1,25397,12698,690798,0.5,27.2,54.4021,1065,726,0.6817,0.0419,0.0839,0.0015,0,0,0.502,0.0,0.0,0.0,3349,1690,0.5046,0.1319,0.2637,0.0048,0,0,0.7197,0.0,0.0,0.0,0,0,0.5236,0.0,0.0,0.0,4771,2463,0.5162,0.1879,0.3757,0.0069,614,127,0.2068,0.0242,0.0484,0.0009,0,0,0.5061,0.0,0.0,0.0,0,0,0.5298,0.0,0.0,0.0,14568,7805,0.5358,0.5736,1.1473,0.0211,1030,517,0.5019,0.0406,0.0811,0.0015,25397,13328,0.5248,1.0,2.0001,0.0368,No,1,0,0,1,0,361,1
CJOK6B52H8,12590,3777,0,0.3,0.0,0.0,63,21,0.3333,0.005,0.0167,0.0912,304,153,0.5033,0.0241,0.0805,0.0071,3979,2019,0.5074,0.316,1.0535,0.0,0,0,1.2768,0.0,0.0,0.0,0,0,0.5592,0.0,0.0,0.0,636,326,0.5126,0.0505,0.1684,0.2714,0,0,0.3329,0.0,0.0,0.0139,0,0,0.5062,0.0,0.0,0.2838,0,0,0.4732,0.0,0.0,0.024,7608,3993,0.5248,0.6043,2.0143,0.5402,0,0,0.5042,0.0,0.0,0.0013,12590,6512,0.5172,1.0,3.3333,0.326,No,0,0,0,1,0,677,0
CJPLXF4JCQ,17371,129317,25091,7.4444,1.4444,0.194,527,330,0.6262,0.0303,0.0041,0.021,0,0,0.5006,0.0,0.0,0.0,2931,1808,0.6169,0.1687,0.0227,0.1168,0,0,0.6895,0.0,0.0,0.0,201,117,0.5821,0.0116,0.0016,0.008,2342,1019,0.4351,0.1348,0.0181,0.0933,1823,869,0.4767,0.1049,0.0141,0.0727,4669,2363,0.5061,0.2688,0.0361,0.1861,120,60,0.5,0.0069,0.0009,0.0048,5657,2554,0.4515,0.3257,0.0437,0.2255,1031,521,0.5053,0.0594,0.008,0.0411,19301,9641,0.4995,1.1111,0.1493,0.7692,Low,1,0,0,1,0,643,0
CJQHITUFWT,9164,4582,0,0.5,0.0,0.0,106,30,0.283,0.0116,0.0231,0.0,277,139,0.5018,0.0302,0.0605,0.0562,3644,1845,0.5063,0.3976,0.7953,0.0367,0,0,1.1278,0.0,0.0,0.0,0,0,0.5036,0.0,0.0,0.0,588,312,0.5306,0.0642,0.1283,0.0843,0,0,0.0619,0.0,0.0,0.0,0,0,0.5058,0.0,0.0,0.0,0,0,0.4793,0.0,0.0,0.0348,6840,4306,0.6295,0.7464,1.4928,0.2133,0,0,0.5047,0.0,0.0,0.126,11455,6632,0.579,1.25,2.5,0.4127,No,0,0,0,1,0,626,0
CJQMP6INWD,25364,138348,29975,5.4545,1.1818,0.2167,1887,836,0.443,0.0744,0.0136,0.063,0,0,0.5009,0.0,0.0,0.0,5957,3040,0.5103,0.2349,0.0431,0.1987,0,0,0.4798,0.0,0.0,0.0,572,304,0.5315,0.0226,0.0041,0.0191,7352,3777,0.5137,0.2899,0.0531,0.2453,4210,846,0.201,0.166,0.0304,0.1405,0,0,0.5062,0.0,0.0,0.0,324,162,0.5,0.0128,0.0023,0.0108,0,0,0.2143,0.0,0.0,0.0,2756,1382,0.5015,0.1087,0.0199,0.0919,23058,10347,0.4487,0.9091,0.1667,0.7692,Low,1,0,0,1,0,653,0
CJTRJ15N24,187642,187642,1228205,1.0,6.5455,6.5455,20516,7944,0.3872,0.1093,0.1093,0.0167,0,0,0.5027,0.0,0.0,0.0,39041,24055,0.6161,0.2081,0.2081,0.0318,0,0,0.5543,0.0,0.0,0.0,16676,7517,0.4508,0.0889,0.0889,0.0136,10414,5382,0.5168,0.0555,0.0555,0.0085,3718,3131,0.8421,0.0198,0.0198,0.003,0,0,0.5062,0.0,0.0,0.0,4177,2091,0.5006,0.0223,0.0223,0.0034,71023,40438,0.5694,0.3785,0.3785,0.0578,5019,2528,0.5037,0.0267,0.0267,0.0041,170584,93086,0.5457,0.9091,0.9091,0.1389,High,1,1,0,1,0,577,0
CJVJ7E10NY,135092,364748,1486012,2.7,11.0,4.0741,6067,2988,0.4925,0.0449,0.0166,0.0041,0,0,0.4989,0.0,0.0,0.0,4689,2378,0.5071,0.0347,0.0129,0.0032,0,0,0.5198,0.0,0.0,0.0,1355,863,0.6369,0.01,0.0037,0.0009,38587,21485,0.5568,0.2856,0.1058,0.026,7553,5396,0.7144,0.0559,0.0207,0.0051,37908,19185,0.5061,0.2806,0.1039,0.0255,3503,1913,0.5461,0.0259,0.0096,0.0024,26251,17716,0.6749,0.1943,0.072,0.0177,9179,4621,0.5034,0.0679,0.0252,0.0062,135092,76545,0.5666,1.0,0.3704,0.0909,High,1,1,1,1,1,500,0
CJYXE2LZNC,43256,259536,82186,6.0,1.9,0.3167,1678,184,0.1097,0.0388,0.0065,0.0204,0,0,0.5,0.0,0.0,0.0,8373,5520,0.6593,0.1936,0.0323,0.1019,0,0,0.5897,0.0,0.0,0.0,525,248,0.4724,0.0121,0.002,0.0064,6410,3004,0.4686,0.1482,0.0247,0.078,3875,1553,0.4008,0.0896,0.0149,0.0471,0,0,0.5058,0.0,0.0,0.0,286,156,0.5455,0.0066,0.0011,0.0035,19451,9758,0.5017,0.4497,0.0749,0.2367,2658,1332,0.5011,0.0614,0.0102,0.0323,43256,21755,0.5029,1.0,0.1667,0.5263,Low,1,0,0,1,0,612,0
CK05YFHW8Z,22198,4440,486136,0.2,21.9,109.4901,775,493,0.6361,0.0349,0.1745,0.0016,4876,2445,0.5014,0.2197,1.0982,0.01,2417,1521,0.6293,0.1089,0.5444,0.005,0,0,0.6036,0.0,0.0,0.0,0,0,0.5473,0.0,0.0,0.0,2587,1337,0.5168,0.1165,0.5827,0.0053,331,67,0.2024,0.0149,0.0745,0.0007,1801,911,0.5058,0.0811,0.4056,0.0037,0,0,0.5245,0.0,0.0,0.0,8851,4359,0.4925,0.3987,1.9935,0.0182,560,281,0.5018,0.0252,0.1261,0.0012,22198,11414,0.5142,1.0,4.9995,0.0457,No,1,0,0,1,0,455,1
CK31F2O3ZA,20941,262711,24748,12.5453,1.1818,0.0942,469,210,0.4478,0.0224,0.0018,0.019,0,0,0.4996,0.0,0.0,0.0,6033,3091,0.5123,0.2881,0.023,0.2438,0,0,0.6852,0.0,0.0,0.0,0,0,0.482,0.0,0.0,0.0,6350,2755,0.4339,0.3032,0.0242,0.2566,3067,1379,0.4496,0.1465,0.0117,0.1239,0,0,0.5062,0.0,0.0,0.0,308,168,0.5455,0.0147,0.0012,0.0124,0,0,0.6005,0.0,0.0,0.0,2810,1413,0.5028,0.1342,0.0107,0.1135,19037,9016,0.4736,0.9091,0.0725,0.7692,No,1,0,0,1,0,595,0
CK62CGZB4T,6456,2582,0,0.3999,0.0,0.0,110,49,0.4455,0.017,0.0426,0.0,228,114,0.5,0.0353,0.0883,0.0629,3032,1532,0.5053,0.4696,1.1743,0.2658,0,0,0.8847,0.0,0.0,0.0015,0,0,0.5214,0.0,0.0,0.0011,525,294,0.56,0.0813,0.2033,0.0773,0,0,0.5242,0.0,0.0,0.0379,0,0,0.5061,0.0,0.0,0.2927,0,0,0.4708,0.0,0.0,0.0,9017,5811,0.6444,1.3967,3.4923,0.0,0,0,0.5042,0.0,0.0,0.1062,12912,7800,0.6041,2.0,5.0008,2.9513,No,0,0,0,1,0,664,1
CK6QWP3E8S,164651,444558,3095439,2.7,18.8,6.963,3659,2447,0.6688,0.0222,0.0082,0.0012,26420,13223,0.5005,0.1605,0.0594,0.0085,7143,3659,0.5122,0.0434,0.0161,0.0023,232,232,1.0,0.0014,0.0005,0.0001,0,0,0.5055,0.0,0.0,0.0,54672,28158,0.515,0.332,0.123,0.0177,8236,1724,0.2093,0.05,0.0185,0.0027,0,0,0.5061,0.0,0.0,0.0,4905,2456,0.5007,0.0298,0.011,0.0016,45237,23872,0.5277,0.2747,0.1018,0.0146,14147,7128,0.5039,0.0859,0.0318,0.0046,164651,82899,0.5035,1.0,0.3704,0.0532,No,1,1,0,1,1,467,0
CK782P98C0,26607,16932,616794,0.6364,23.1816,36.4277,741,268,0.3617,0.0278,0.0438,0.0012,0,0,0.5033,0.0,0.0,0.0,3982,2537,0.6371,0.1497,0.2352,0.0065,0,0,0.6592,0.0,0.0,0.0,0,0,0.5482,0.0,0.0,0.0,3963,1951,0.4923,0.1489,0.2341,0.0064,512,404,0.7891,0.0192,0.0302,0.0008,0,0,0.5061,0.0,0.0,0.0,0,0,0.4502,0.0,0.0,0.0,14095,9307,0.6603,0.5297,0.8324,0.0229,895,448,0.5006,0.0336,0.0529,0.0015,24188,14915,0.6166,0.9091,1.4285,0.0392,No,1,0,0,1,0,386,1
CKA95CTVN4,0,5506,3028,13.1977,6.0241,0.5499,0,0,0.0976,0.0793,0.0,0.0,0,0,0.5004,0.0,0.0,0.0,0,0,0.5977,0.1328,0.0,0.0,0,0,0.7971,0.0008,0.0,0.0,0,0,0.5442,0.0008,0.0,0.0,992,570,0.5746,0.1936,0.1802,0.3276,155,105,0.6774,0.1,0.0282,0.0512,1188,601,0.5059,0.1522,0.2158,0.3923,0,0,0.6187,0.0215,0.0,0.0,0,0,0.6033,0.0,0.0,0.0,418,208,0.4976,0.0694,0.0759,0.138,2753,1484,0.539,1.1331,0.5,0.9092,No,1,0,0,1,0,546,0
CKAGQBH967,98961,228372,1004837,2.3077,10.1539,4.4,9565,6175,0.6456,0.0967,0.0419,0.0095,3439,1735,0.5045,0.0348,0.0151,0.0034,12794,6401,0.5003,0.1293,0.056,0.0127,0,0,0.6529,0.0,0.0,0.0,0,0,0.5903,0.0,0.0,0.0,14237,7376,0.5181,0.1439,0.0623,0.0142,4948,3338,0.6746,0.05,0.0217,0.0049,18508,9367,0.5061,0.187,0.081,0.0184,5720,2863,0.5005,0.0578,0.025,0.0057,0,0,0.391,0.0,0.0,0.0,6913,3469,0.5018,0.0699,0.0303,0.0069,76124,40724,0.535,0.7692,0.3333,0.0758,No,1,0,1,1,0,550,0
CKB6A3GV8U,51157,35810,342752,0.7,6.7,9.5714,6435,2764,0.4295,0.1258,0.1797,0.0188,3703,1855,0.5009,0.0724,0.1034,0.0108,16186,10777,0.6658,0.3164,0.452,0.0472,126,126,1.0,0.0025,0.0035,0.0004,0,0,0.5416,0.0,0.0,0.0,3459,1611,0.4657,0.0676,0.0966,0.0101,838,181,0.216,0.0164,0.0234,0.0024,0,0,0.5062,0.0,0.0,0.0,1280,640,0.5,0.025,0.0357,0.0037,17282,8484,0.4909,0.3378,0.4826,0.0504,1848,929,0.5027,0.0361,0.0516,0.0054,51157,27367,0.535,1.0,1.4286,0.1493,No,1,1,0,1,0,559,0
CKBIXB515S,74780,184074,477441,2.4615,6.3846,2.5937,4660,1028,0.2206,0.0623,0.0253,0.0098,0,0,0.5033,0.0,0.0,0.0,10216,5289,0.5177,0.1366,0.0555,0.0214,0,0,0.7745,0.0,0.0,0.0,0,0,0.5764,0.0,0.0,0.0,8346,2963,0.355,0.1116,0.0453,0.0175,2306,1055,0.4575,0.0308,0.0125,0.0048,0,0,0.5061,0.0,0.0,0.0,4488,2247,0.5007,0.06,0.0244,0.0094,22092,5626,0.2547,0.2954,0.12,0.0463,5415,2716,0.5016,0.0724,0.0294,0.0113,57523,20924,0.3638,0.7692,0.3125,0.1205,No,1,0,0,1,0,608,0
CKCN5Z53SR,4436,2661,0,0.5999,0.0,0.0,85,45,0.5294,0.0192,0.0319,0.0273,0,0,0.5018,0.0,0.0,0.0,2642,1368,0.5178,0.5956,0.9929,0.3762,0,0,0.4016,0.0,0.0,0.0004,0,0,0.6347,0.0,0.0,0.0372,405,213,0.5259,0.0913,0.1522,0.0,0,0,0.6435,0.0,0.0,0.0,0,0,0.506,0.0,0.0,0.1307,0,0,0.5175,0.0,0.0,0.0578,5739,3116,0.543,1.2937,2.1567,0.0,0,0,0.5041,0.0,0.0,0.0069,8871,4742,0.5346,1.9998,3.3337,2.7897,No,0,0,0,1,0,635,0
CKCZYPG3Q0,124492,572663,1904728,4.6,15.3,3.3261,5196,920,0.1771,0.0417,0.0091,0.0027,23456,11810,0.5035,0.1884,0.041,0.0123,8352,5208,0.6236,0.0671,0.0146,0.0044,0,0,0.7424,0.0,0.0,0.0,0,0,0.4938,0.0,0.0,0.0,46006,22545,0.49,0.3695,0.0803,0.0242,3900,911,0.2336,0.0313,0.0068,0.002,0,0,0.5063,0.0,0.0,0.0,5199,2603,0.5007,0.0418,0.0091,0.0027,19949,8456,0.4239,0.1602,0.0348,0.0105,12434,6240,0.5018,0.0999,0.0217,0.0065,124492,58693,0.4715,1.0,0.2174,0.0654,No,1,0,0,1,1,515,0
CKDXB8T6ZL,57860,583860,15780,10.0909,0.2727,0.027,1168,412,0.3527,0.0202,0.002,0.074,0,0,0.5037,0.0,0.0,0.0,11825,7746,0.6551,0.2044,0.0203,0.7494,0,0,0.6848,0.0,0.0,0.0,0,0,0.5448,0.0,0.0,0.0,10355,5351,0.5168,0.179,0.0177,0.6562,4796,2441,0.509,0.0829,0.0082,0.3039,0,0,0.5063,0.0,0.0,0.0,428,195,0.4556,0.0074,0.0007,0.0271,20139,13119,0.6514,0.3481,0.0345,1.2762,3889,1957,0.5032,0.0672,0.0067,0.2465,52600,31221,0.5936,0.9091,0.0901,3.3333,No,1,0,0,1,0,632,0
CKF1UHAMI5,111294,131529,182117,1.1818,1.6364,1.3846,13113,5973,0.4555,0.1178,0.0997,0.072,7093,3549,0.5004,0.0637,0.0539,0.0389,21820,10960,0.5023,0.1961,0.1659,0.1198,0,0,0.9505,0.0,0.0,0.0,10598,5993,0.5655,0.0952,0.0806,0.0582,7367,3814,0.5177,0.0662,0.056,0.0405,2984,1717,0.5754,0.0268,0.0227,0.0164,0,0,0.5061,0.0,0.0,0.0,2715,1482,0.5459,0.0244,0.0206,0.0149,31916,14469,0.4533,0.2868,0.2427,0.1752,3570,1793,0.5022,0.0321,0.0271,0.0196,101176,49750,0.4917,0.9091,0.7692,0.5556,High,1,0,0,1,0,616,0
CKG1W58YOI,58193,17458,314242,0.3,5.4,17.9999,5815,2556,0.4396,0.0999,0.3331,0.0185,0,0,0.5006,0.0,0.0,0.0,19856,10155,0.5114,0.3412,1.1374,0.0632,0,0,0.6789,0.0,0.0,0.0,0,0,0.4582,0.0,0.0,0.0,5253,1950,0.3712,0.0903,0.3009,0.0167,2221,275,0.1238,0.0382,0.1272,0.0071,18987,9609,0.5061,0.3263,1.0876,0.0604,2751,1377,0.5005,0.0473,0.1576,0.0088,0,0,0.5005,0.0,0.0,0.0,3310,1659,0.5012,0.0569,0.1896,0.0105,58193,27581,0.474,1.0,3.3333,0.1852,No,1,0,0,1,0,606,0
CKGIX1C4MF,16179,249880,32359,15.4447,2.0001,0.1295,426,321,0.7535,0.0263,0.0017,0.0132,0,0,0.4991,0.0,0.0,0.0,2380,1200,0.5042,0.1471,0.0095,0.0735,0,0,1.1032,0.0,0.0,0.0,0,0,0.613,0.0,0.0,0.0,3239,1835,0.5665,0.2002,0.013,0.1001,1024,355,0.3467,0.0633,0.0041,0.0316,0,0,0.5062,0.0,0.0,0.0,121,66,0.5455,0.0075,0.0005,0.0037,9691,5711,0.5893,0.599,0.0388,0.2995,1096,549,0.5009,0.0677,0.0044,0.0339,17977,10037,0.5583,1.1111,0.0719,0.5555,No,1,0,0,1,0,619,1
CKIZEC0DO7,62754,43928,50203,0.7,0.8,1.1428,1139,1139,1.0,0.0182,0.0259,0.0227,10069,5054,0.5019,0.1605,0.2292,0.2006,30749,15689,0.5102,0.49,0.7,0.6125,0,0,0.1393,0.0,0.0,0.0,0,0,0.4659,0.0,0.0,0.0,9723,4657,0.479,0.1549,0.2213,0.1937,2536,168,0.0662,0.0404,0.0577,0.0505,0,0,0.5061,0.0,0.0,0.0,3486,1396,0.4005,0.0556,0.0794,0.0694,0,0,0.6797,0.0,0.0,0.0,5052,2529,0.5006,0.0805,0.115,0.1006,62754,30632,0.4881,1.0,1.4286,1.25,No,1,0,0,1,0,650,0
CKJU4TDRD5,18029,1639,0,0.0909,0.0,0.0,157,4,0.0255,0.0087,0.0958,0.0,0,0,0.5016,0.0,0.0,0.0,7758,4796,0.6182,0.4303,4.7334,0.0637,0,0,0.8373,0.0,0.0,0.0,0,0,0.5185,0.0,0.0,0.009,824,366,0.4442,0.0457,0.5027,0.3779,0,0,0.3967,0.0,0.0,0.1101,0,0,0.5061,0.0,0.0,0.3023,0,0,0.5073,0.0,0.0,0.0172,7651,1164,0.1521,0.4244,4.6681,0.9031,0,0,0.5018,0.0,0.0,0.0657,16390,6330,0.3862,0.9091,10.0,1.2948,No,0,0,0,1,0,633,1
CKLOP4RU0U,196038,686133,1993053,3.5,10.1667,2.9048,11011,1927,0.175,0.0562,0.016,0.0055,6818,3408,0.4999,0.0348,0.0099,0.0034,26124,13123,0.5023,0.1333,0.0381,0.0131,0,0,0.8965,0.0,0.0,0.0,0,0,0.5666,0.0,0.0,0.0,28833,15212,0.5276,0.1471,0.042,0.0145,6109,1292,0.2115,0.0312,0.0089,0.0031,0,0,0.5063,0.0,0.0,0.0,11333,5674,0.5007,0.0578,0.0165,0.0057,59527,18282,0.3071,0.3037,0.0868,0.0299,13610,6826,0.5015,0.0694,0.0198,0.0068,163365,65744,0.4024,0.8333,0.2381,0.082,No,1,1,0,1,0,587,0
CKM70R8TW4,202442,513892,482748,2.5385,2.3846,0.9394,4874,722,0.1481,0.0241,0.0095,0.0101,0,0,0.5037,0.0,0.0,0.0,23782,12105,0.509,0.1175,0.0463,0.0493,0,0,1.5332,0.0,0.0,0.0,0,0,0.4762,0.0,0.0,0.0,20649,8193,0.3968,0.102,0.0402,0.0428,5497,1059,0.1927,0.0272,0.0107,0.0114,33668,17040,0.5061,0.1663,0.0655,0.0697,9537,5208,0.5461,0.0471,0.0186,0.0198,45183,7072,0.1565,0.2232,0.0879,0.0936,12535,6272,0.5004,0.0619,0.0244,0.026,155725,57671,0.3703,0.7692,0.303,0.3226,No,1,0,0,1,0,688,0
CKO82BQUEH,230050,552121,1257609,2.4,5.4667,2.2778,5641,3369,0.5972,0.0245,0.0102,0.0045,7121,3569,0.5012,0.031,0.0129,0.0057,27453,13957,0.5084,0.1193,0.0497,0.0218,0,0,0.6211,0.0,0.0,0.0,0,0,0.5079,0.0,0.0,0.0,28616,14318,0.5003,0.1244,0.0518,0.0228,5793,995,0.1718,0.0252,0.0105,0.0046,0,0,0.5059,0.0,0.0,0.0,9900,4956,0.5006,0.043,0.0179,0.0079,54575,37133,0.6804,0.2372,0.0988,0.0434,14268,7129,0.4996,0.062,0.0258,0.0113,153367,85426,0.557,0.6667,0.2778,0.122,No,1,1,0,1,0,648,0
CKOPYSEXUL,14750,14750,388419,1.0,26.3335,26.3335,408,215,0.527,0.0277,0.0277,0.0011,0,0,0.5005,0.0,0.0,0.0,1918,958,0.4995,0.13,0.13,0.0049,0,0,0.9569,0.0,0.0,0.0,0,0,0.5149,0.0,0.0,0.0,2722,1407,0.5169,0.1845,0.1845,0.007,488,217,0.4447,0.0331,0.0331,0.0013,1893,958,0.5061,0.1283,0.1283,0.0049,0,0,0.5144,0.0,0.0,0.0,8376,4326,0.5165,0.5679,0.5679,0.0216,584,294,0.5034,0.0396,0.0396,0.0015,16389,8375,0.511,1.1111,1.1111,0.0422,No,1,1,0,1,0,423,1
CKPNHL7K1L,251295,1325010,3655200,5.2727,14.5455,2.7586,7305,4474,0.6125,0.0291,0.0055,0.002,0,0,0.5037,0.0,0.0,0.0,11457,7328,0.6396,0.0456,0.0086,0.0031,0,0,1.1514,0.0,0.0,0.0,2693,1558,0.5785,0.0107,0.002,0.0007,64911,33686,0.519,0.2583,0.049,0.0178,13426,5902,0.4396,0.0534,0.0101,0.0037,69116,34979,0.5061,0.275,0.0522,0.0189,6382,2905,0.4552,0.0254,0.0048,0.0017,36475,16456,0.4512,0.1451,0.0275,0.01,16685,8367,0.5015,0.0664,0.0126,0.0046,228450,115655,0.5063,0.9091,0.1724,0.0625,High,1,1,1,1,1,453,1
CKPW67OT19,42123,214827,25274,5.1,0.6,0.1176,1484,634,0.4272,0.0352,0.0069,0.0587,0,0,0.5016,0.0,0.0,0.0,4942,2517,0.5093,0.1173,0.023,0.1955,0,0,0.1083,0.0,0.0,0.0,0,0,0.4612,0.0,0.0,0.0,5327,2421,0.4545,0.1265,0.0248,0.2108,3885,1118,0.2878,0.0922,0.0181,0.1537,10195,5160,0.5061,0.242,0.0475,0.4034,242,110,0.4545,0.0057,0.0011,0.0096,13801,5606,0.4062,0.3276,0.0642,0.5461,2247,1128,0.502,0.0533,0.0105,0.0889,42123,18694,0.4438,1.0,0.1961,1.6667,No,1,0,0,1,0,655,0
CKQILDGGEN,110013,418049,1617191,3.8,14.7,3.8684,4850,4089,0.8431,0.0441,0.0116,0.003,16703,8399,0.5028,0.1518,0.04,0.0103,4506,2286,0.5073,0.041,0.0108,0.0028,0,0,1.0278,0.0,0.0,0.0,0,0,0.5323,0.0,0.0,0.0,33877,17148,0.5062,0.3079,0.081,0.0209,6328,6328,1.0,0.0575,0.0151,0.0039,0,0,0.5061,0.0,0.0,0.0,3716,1860,0.5005,0.0338,0.0089,0.0023,31082,14888,0.479,0.2825,0.0744,0.0192,8951,4481,0.5006,0.0814,0.0214,0.0055,110013,59479,0.5407,1.0,0.2632,0.068,No,1,0,0,1,1,518,1
CKQZKG8604,15187,3037,0,0.2,0.0,0.0,135,19,0.1407,0.0089,0.0445,0.1128,0,0,0.5007,0.0,0.0,0.0319,7969,5231,0.6564,0.5247,2.624,0.0,0,0,0.5443,0.0,0.0,0.0,0,0,0.4688,0.0,0.0,0.0017,800,367,0.4587,0.0527,0.2634,0.0,0,0,0.2607,0.0,0.0,0.0,0,0,0.506,0.0,0.0,0.3899,0,0,0.3934,0.0,0.0,0.0358,6283,1439,0.229,0.4137,2.0688,0.744,0,0,0.5007,0.0,0.0,0.0,15187,7056,0.4646,1.0,5.0007,1.8186,No,0,0,0,1,0,659,0
CKRZT7OY7C,46106,466184,81966,10.1111,1.7778,0.1758,2056,1088,0.5292,0.0446,0.0044,0.0251,0,0,0.4977,0.0,0.0,0.0,7358,3768,0.5121,0.1596,0.0158,0.0898,0,0,0.9251,0.0,0.0,0.0,553,323,0.5841,0.012,0.0012,0.0067,9096,4710,0.5178,0.1973,0.0195,0.111,6330,3132,0.4948,0.1373,0.0136,0.0772,0,0,0.506,0.0,0.0,0.0,374,204,0.5455,0.0081,0.0008,0.0046,22017,11711,0.5319,0.4775,0.0472,0.2686,3445,1719,0.499,0.0747,0.0074,0.042,51229,26655,0.5203,1.1111,0.1099,0.625,Low,1,0,0,1,0,605,0
CKSKBKH1OK,134780,183790,428844,1.3636,3.1818,2.3333,23913,19384,0.8106,0.1774,0.1301,0.0558,9106,4570,0.5019,0.0676,0.0495,0.0212,28031,14094,0.5028,0.208,0.1525,0.0654,1157,277,0.2394,0.0086,0.0063,0.0027,0,0,0.5144,0.0,0.0,0.0,10350,5796,0.56,0.0768,0.0563,0.0241,4731,3130,0.6616,0.0351,0.0257,0.011,0,0,0.506,0.0,0.0,0.0,2831,1260,0.4451,0.021,0.0154,0.0066,37851,15818,0.4179,0.2808,0.2059,0.0883,4557,2290,0.5025,0.0338,0.0248,0.0106,122527,66619,0.5437,0.9091,0.6667,0.2857,No,1,0,0,1,0,618,0
CKTWIYZKRV,19290,196403,17536,10.1816,0.9091,0.0893,929,360,0.3875,0.0482,0.0047,0.053,0,0,0.5043,0.0,0.0,0.0,3314,1693,0.5109,0.1718,0.0169,0.189,0,0,1.4029,0.0,0.0,0.0,0,0,0.5268,0.0,0.0,0.0,4431,2487,0.5613,0.2297,0.0226,0.2527,997,547,0.5486,0.0517,0.0051,0.0569,0,0,0.5061,0.0,0.0,0.0,165,90,0.5455,0.0086,0.0008,0.0094,6187,2627,0.4246,0.3207,0.0315,0.3528,1513,761,0.503,0.0784,0.0077,0.0863,17536,8565,0.4884,0.9091,0.0893,1.0,No,1,0,0,1,0,637,1
